Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI SITIO PARAISO,43008674,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"ESTRADA COSTA GAMA, 5130 ABERTA DOS MORROS. 91788-199 Porto Alegre - RS.",(51) 32596265,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5227 EEI MADRE VERONICA,43008690,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R CEL CLAUDINO, 80 CRISTAL. 91910-670 Porto Alegre - RS.",,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0941333,-51.2440711
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI PIMPAO,43008704,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA IRENE RUPERTI, 79 PARQUE SANTA FE. 91180-620 Porto Alegre - RS.",(51) 30920481,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.01495,-51.10963
ESCOLA PARALISADA,EEI CANTINHO DOS BAIXINHOS,43008755,RS,Porto Alegre,Urbana,Não Informado,Privada,"ACESSO E, 2339 RESTINGA. 91793-590 Porto Alegre - RS.",(51) 985450020,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI TURMA DA MONICA,43008925,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ELISABETH SANGOI, 169 LOMBA DO PINHEIRO. 91570-730 Porto Alegre - RS.",(51) 33223688,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEF CRESCER,43009000,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GALILEIA, 235 ESCOLA. VILA JARDIM. 91330-620 Porto Alegre - RS.",(51) 33345227,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI PROJETO CRIANCA SOGIPA,43009034,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA BARAO DO COTEGIPE, 400 SAO JOAO. 90540-020 Porto Alegre - RS.",(51) 33257200,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,Atividade Complementar,-30.0093,-51.18877
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI CASA AMETISTA,43009042,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA VITOR HUGO, 250 PETROPOLIS. 90630-070 Porto Alegre - RS.",(51) 30237663,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.04557,-51.18882
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI PROTASIO,43009069,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA PROTASIO ALVES, 11355 PROTASIO ALVES. 91260-000 Porto Alegre - RS.",(51) 33670039,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5250 ECEI URSINHOS CARINHOSOS,43009085,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SENZALA, 177 LOMBA DO PINHEIRO. 91570-420 Porto Alegre - RS.",(51) 33176879,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1202,-51.10072
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI LUDICA INFANCIA - CESI JUNIOR ZONA SUL,43009093,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ZUZU ANGEL, 251 ABERTA DOS MORROS. 91787-880 Porto Alegre - RS.",(51) 30940006,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IEI CANTO DAS CRIANCAS,43009107,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"TRAVESSA VILMAR RIBEIRO WOLVT, ACESSO 8, 265 MARIO QUINTANA. 91260-040 Porto Alegre - RS.",(51) 84270165,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5228 IEI APRENDENDO FELIZ,43009115,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AC CIRIO AMARAL DE OLIVEIRA, 403 RESTINGA. 91790-260 Porto Alegre - RS.",(51) 32575046,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1504938,-51.1351031
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI SONHO DE CRIANCA II,43009140,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FILADELFIA, 331 SAO JOAO. 90550-060 Porto Alegre - RS.",(51) 30860086,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.01721,-51.19326
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI SEMEAR,43009158,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA OSWALDO GONCALVES CRUZ, 344 IPANEMA. 91760-060 Porto Alegre - RS.",(51) 989241149,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5226 EEI PROF MARIETA PAIXAO ARAUJO,43009166,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R SARGENTO SILVIO DELMAR HOLLENBACH, 698 RUBEM BERTA. 91240-120 Porto Alegre - RS.",(51) 35166240,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0219098,-51.1096746
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SENAC TECH,43009212,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"VENANCIO AIRES, 93 CIDADE BAIXA. 90040-191 Porto Alegre - RS.",(51) 32887750,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,-30.04303,-51.21947
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5229 IEI CONSTRUINDO O AMANHA VILA JARDIM,43009280,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R BARAO DE BAGE, 317 VILA JARDIM. 91330-570 Porto Alegre - RS.",(51) 35179395,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0382218,-51.1553158
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI TARTARUGUINHA VERDE III,43009310,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA GANZO, 110 MENINO DEUS. 90150-071 Porto Alegre - RS.",(51) 35160834,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI CATIVAR - PARTENON,43009328,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PAULINO AZURENHA, 1472 PARTENON. 90680-240 Porto Alegre - RS.",(51) 33197786,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.07104,-51.19985
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI ALCATEIA,43009352,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA JUCA BATISTA, 8000 LOTE 2011. BELEM NOVO. 91781-200 Porto Alegre - RS.",(51) 32778311,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.1882985,-51.167033
ESCOLA PARALISADA,EEI EDUCARE III,43009387,RS,Porto Alegre,Urbana,Não Informado,Privada,"RUA UMBU, 379 PASSO DA AREIA. 91350-110 Porto Alegre - RS.",(51) 30135046,Privada,Não Informado,Não,,,,,-30.01408,-51.16728
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEP SENAC COMUNIDADE,43011985,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CORONEL GENUINO, 358 CENTRO HISTORICO. 90010-350 Porto Alegre - RS.",(51) 32255222,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,-30.03436,-51.22605
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI ANJO SAPEQUINHA,43032419,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ALVARES CABRAL, 269 CRISTO REDENTOR. 91350-250 Porto Alegre - RS.",(51) 30619445,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.01295,-51.15774
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5239 EEI MEU PEDACINHO DE CHAO,43044999,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R COLISEU, 893 RESTINGA. 91790-280 Porto Alegre - RS.",(51) 32491219,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1585898,-51.1362187
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI CORUJINHA,43045049,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA EDGAR PIRES DE CASTRO, 1056 ABERTA DOS MORROS. 91788-000 Porto Alegre - RS.",(51) 35086891,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA PARALISADA,EEI TCHURMINHA ENCANTADA,43045081,RS,Porto Alegre,Urbana,Não Informado,Privada,"RUA AUGUSTO COMTE, 45 CAVALHADA. 91750-000 Porto Alegre - RS.",,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI CRESCER E SABER,43045863,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA JUCA BATISTA, 4268 HIPICA. 91755-000 Porto Alegre - RS.",(51) 32649441,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5238 EEI CHEIRINHO DE MAE,43046088,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"ACESSO F, 2492 RESTINGA. 91793-695 Porto Alegre - RS.",(51) 32493821,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1528026,-51.1456262
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI BRINCAR E ARTE,43046096,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA RONDONIA, 607 RESTINGA VELHA. 91790-470 Porto Alegre - RS.",(51) 32596250,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI TARTARUGUINHA VERDE IV,43046258,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA GANZO, 140 MENINO DEUS. 90150-070 Porto Alegre - RS.",(51) 37371600,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI AQUARELA,43046509,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FOLHA DA TARDE, 39 CASA. CRISTAL. 91910-710 Porto Alegre - RS.",(51) 30624540,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.09865,-51.24773
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI BALAO AZUL VIVENCIAS,43047629,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PROFESSOR JOSE SALGADO MARTINS, 191 BELA VISTA. 90450-150 Porto Alegre - RS.",(51) 30288800,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5230 EEI ABRASCE ILHA DO PAVAO,43047670,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"BR 290, 98 ARQUIPELAGO. 90090-004 Porto Alegre - RS.",(51) 995660414,Privada,Comunitária,Sim,Não,Até 50 matrículas de escolarização,Educação Infantil,,-29.9952937,-51.21698197
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5232 IEI SALVATORE LETTIERI,43048170,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R DEZIDERIO SEVERINO, 431 PASSO DAS PEDRAS. 91230-250 Porto Alegre - RS.",(51) 34079527,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0196723,-51.1248138
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI MIGUEL GRANATO VELASQUEZ,43048196,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R ARMANDO COSTA, 0 LOTEAMENTO BONANZA. SARANDI. 91120-450 Porto Alegre - RS.",(51) 32891907,Municipal,Não Informado,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.9820667,-51.124038
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEF PORTO NOVO,43048200,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AMELIA SANTINI FORTUNATI, 101 SANTA ROSA DE LIMA. 91160-810 Porto Alegre - RS.",(51) 32891908,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-30.0013868,-51.1074453
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SENAC RIO GRANDE DO SUL,43049702,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV. ALBERTO BINS, 665 ANDAR 6 AO 8. CENTRO HISTORICO. 90030-142 Porto Alegre - RS.",(51) 32142997,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,Educação Profissional,,-30.02787,-51.21843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5236 EEI PITINGUINHA,43051510,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R WALTHER SCHNEIDER, 224 RESTINGA. 91790-402 Porto Alegre - RS.",(51) 985551539,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1429328,-51.1018623
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEP IBREP - EAD,43051545,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV. PRAIA DE BELAS, 1510 TERREO. PAIA D E BELAS. 90020-007 Porto Alegre - RS.",(51) 991159710,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-30.02984697,-51.2297627
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5237 EEI WLANIR PORTO,43089160,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R ARGEMIRO OGANDO CORREA, 350 SERRARIA. 91770-810 Porto Alegre - RS.",(51) 984364836,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1636441,-51.227896
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5233 ECEI PROFESSORA VIVI REIS,43089178,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R CAPITAO PEDROSO, 540 RESTINGA. 91790-790 Porto Alegre - RS.",(51) 32662058,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1657561,-51.1475797
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5240 EEI JARDIM FLORESTA LAMI,43089194,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA E, 115 LAMI. 91787-516 Porto Alegre - RS.",(51) 999362294,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.2381117,-51.0832602
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5241 EEI DESENVOLVENDO O SABER,43089216,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"ACBSQ 6 -3 UNIDADE VICINAL, 3728 RESTINGA. 91793-440 Porto Alegre - RS.",(51) 32426295,Privada,Comunitária,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.1472718,-51.149968
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI MEU MUNDO CRIANCA,43089259,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PEDRO BOTICARIO, 599 GLORIA. 90660-070 Porto Alegre - RS.",(51) 32213981,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5235 EEI EDUARDA PUJOL ZANIRATTI II,43089283,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R ELZIRA NUNES DA SILVA, 100 RESTINGA. 91788-712 Porto Alegre - RS.",(51) 32482033,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1612722,-51.1505841
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI PANAMERICANA,43089348,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOAO PAETZEL, 440 CHACARA DAS PEDRAS. 91330-280 Porto Alegre - RS.",(51) 33345866,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0383393,-51.1667096
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO MEDIO FARROUPILHA TEN CEL CORREIA LIMA,43089518,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TENENTE CORONEL CORREIA LIMA, 140 MORRO SANTA TEREZA. 90850-250 Porto Alegre - RS.",(51) 32328382,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-30.06365,-51.22089
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI TARTARUGUINHA V,43092136,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA GANZO, 601 MENINO DEUS. 90150-071 Porto Alegre - RS.",(51) 35740636,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ANCHIETA,43104924,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV. NILO PECANHA, 1521 TRES FIGUEIRAS. 91330-000 Porto Alegre - RS.",(51) 33826000,Privada,Filantrópica,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO DE APLICACAO UFRGS,43104932,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BENTO GONCALVES, 9500 PREDIO 43815. AGRONOMIA. 91501-970 Porto Alegre - RS.",(51) 33086977,Federal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-30.07583,-51.12293
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO BATISTA BRASIL,43104940,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CRISTOVAO COLOMBO, 1098 FLORESTA. 90560-001 Porto Alegre - RS.",(51) 21365200,Privada,Confessional,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-30.02107588,-51.20903726
